tail_num,mfr_name,model,model_2,year,cert_year,eng_mfr_name,eng_model,carrier
N487HA,BOEING,717-200,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,HA
N480HA,BOEING,717-200,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,HA
N492HA,BOEING,717-200,717-200,2004.0,2012.0,ROLLS-ROYC,BR700-715,HA
N479HA,BOEING,717-200,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,HA
N484HA,BOEING,717-200,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,HA
N489HA,BOEING,717-200,717-200,1998.0,2011.0,ROLLS-ROYC,BR700-715,HA
N488HA,BOEING,717-200,717-200,1998.0,2011.0,ROLLS-ROYC,BR700-715,HA
N475HA,BOEING,717-200,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,HA
N483HA,BOEING,717-200,717-200,2001.0,2011.0,ROLLS-ROYC,BR700-715,HA
N615NK,AIRBUS,A320-232,A320,2012.0,2012.0,IAE,V2527-A5,NK
N639NK,AIRBUS,A320-232,A320,2015.0,2015.0,IAE,V2527-A5,NK
N627NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N622NK,AIRBUS,A320-232,A320,2013.0,2016.0,IAE,V2527-A5,NK
N636NK,AIRBUS,A320-232,A320,2015.0,2015.0,IAE,V2527-A5,NK
N642NK,AIRBUS,A320-232,A320,2015.0,2015.0,IAE,V2527-A5,NK
N617NK,AIRBUS,A320-232,A320,2012.0,2015.0,IAE,V2527-A5,NK
N614NK,AIRBUS,A320-232,A320,2012.0,2016.0,IAE,V2527-A5,NK
N608NK,AIRBUS,A320-232,A320,2011.0,2011.0,IAE,V2527-A5,NK
N607NK,AIRBUS,A320-232,A320,2011.0,2011.0,IAE,V2527-A5,NK
N628NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N630NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N624NK,AIRBUS,A320-232,A320,2013.0,2016.0,IAE,V2527-A5,NK
N634NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N612NK,AIRBUS,A320-232,A320,2012.0,2015.0,IAE,V2527-A5,NK
N633NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N623NK,AIRBUS,A320-232,A320,2013.0,2016.0,IAE,V2527-A5,NK
N632NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N618NK,AIRBUS,A320-232,A320,2013.0,2015.0,IAE,V2527-A5,NK
N603NK,AIRBUS,A320-232,A320,2010.0,2010.0,IAE,V2527-A5,NK
N635NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N643NK,AIRBUS,A320-232,A320,2015.0,2015.0,IAE,V2527-A5,NK
N626NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N640NK,AIRBUS,A320-232,A320,2015.0,2015.0,IAE,V2527-A5,NK
N620NK,AIRBUS,A320-232,A320,2013.0,2016.0,IAE,V2527-A5,NK
N609NK,AIRBUS,A320-232,A320,2011.0,2015.0,IAE,V2527-A5,NK
N613NK,AIRBUS,A320-232,A320,2012.0,2014.0,IAE,V2527-A5,NK
N621NK,AIRBUS,A320-232,A320,2013.0,2016.0,IAE,V2527-A5,NK
N638NK,AIRBUS,A320-232,A320,2015.0,2015.0,IAE,V2527-A5,NK
N516NK,AIRBUS,A319-132,A319,2006.0,2018.0,IAE,V2524-A5,NK
N521NK,AIRBUS,A319-132,A319,2006.0,2016.0,IAE,V2524-A5,NK
N525NK,AIRBUS,A319-132,A319,2006.0,2016.0,IAE,V2524-A5,NK
N515NK,AIRBUS,A319-132,A319,2006.0,2016.0,IAE,V2524-A5,NK
N507NK,AIRBUS,A319-132,A319,2005.0,2005.0,IAE,V2524-A5,NK
N528NK,AIRBUS,A319-132,A319,2007.0,2017.0,IAE,V2524-A5,NK
N508NK,AIRBUS,A319-132,A319,2005.0,2016.0,IAE,V2524-A5,NK
N514NK,AIRBUS,A319-132,A319,2006.0,2018.0,IAE,V2524-A5,NK
N529NK,AIRBUS,A319-132,A319,2007.0,2018.0,IAE,V2524-A5,NK
N531NK,AIRBUS,A319-132,A319,2007.0,2018.0,IAE,V2524-A5,NK
N522NK,AIRBUS,A319-132,A319,2006.0,2017.0,IAE,V2524-A5,NK
N526NK,AIRBUS,A319-132,A319,2006.0,2012.0,IAE,V2524-A5,NK
N510NK,AIRBUS,A319-132,A319,2005.0,2016.0,IAE,V2524-A5,NK
N506NK,AIRBUS,A319-132,A319,2005.0,2018.0,IAE,V2524-A5,NK
N530NK,AIRBUS,A319-132,A319,2007.0,2018.0,IAE,V2524-A5,NK
N519NK,AIRBUS,A319-132,A319,2006.0,2016.0,IAE,V2524-A5,NK
N517NK,AIRBUS,A319-132,A319,2006.0,2018.0,IAE,V2524-A5,NK
N532NK,AIRBUS,A319-132,A319,2007.0,2018.0,IAE,V2524-A5,NK
N523NK,AIRBUS,A319-132,A319,2006.0,2017.0,IAE,V2524-A5,NK
N509NK,AIRBUS,A319-132,A319,2005.0,2016.0,IAE,V2524-A5,NK
N505NK,AIRBUS,A319-132,A319,2005.0,2018.0,IAE,V2524-A5,NK
N534NK,AIRBUS,A319-132,A319,2008.0,2013.0,IAE,V2524-A5,NK
N512NK,AIRBUS,A319-132,A319,2006.0,2018.0,IAE,V2524-A5,NK
N504NK,AIRBUS,A319-132,A319,2005.0,2018.0,IAE,V2524-A5,NK
N502NK,AIRBUS,A319-132,A319,2005.0,2018.0,IAE,V2524-A5,NK
N533NK,AIRBUS,A319-132,A319,2008.0,2013.0,IAE,V2524-A5,NK
N524NK,AIRBUS,A319-132,A319,2006.0,2018.0,IAE,V2524-A5,NK
N527NK,AIRBUS,A319-132,A319,2007.0,2018.0,IAE,V2524-A5,NK
N616NK,AIRBUS,A320-232,A320,2012.0,2015.0,IAE,V2527-A5,NK
N637NK,AIRBUS,A320-232,A320,2015.0,2015.0,IAE,V2527-A5,NK
N641NK,AIRBUS,A320-232,A320,2015.0,2015.0,IAE,V2527-A5,NK
N606NK,AIRBUS,A320-232,A320,2011.0,2013.0,IAE,V2527-A5,NK
N605NK,AIRBUS,A320-232,A320,2011.0,2016.0,IAE,V2527-A5,NK
N601NK,AIRBUS,A320-232,A320,2010.0,2010.0,IAE,V2527-A5,NK
N602NK,AIRBUS,A320-232,A320,2010.0,2010.0,IAE,V2527-A5,NK
N631NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N611NK,AIRBUS,A320-232,A320,2012.0,2012.0,IAE,V2527-A5,NK
N619NK,AIRBUS,A320-232,A320,2013.0,2016.0,IAE,V2527-A5,NK
N629NK,AIRBUS,A320-232,A320,2014.0,2014.0,IAE,V2527-A5,NK
N588NK,AIRBUS,A321-231,A321,2005.0,2013.0,IAE,V2533-A5,NK
N661NK,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,NK
N657NK,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,NK
N662NK,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,NK
N658NK,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,NK
N659NK,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,NK
N660NK,AIRBUS,A321-231,A321,2015.0,2015.0,IAE,V2533-A5,NK
N587NK,AIRBUS,A321-231,A321,2005.0,2013.0,IAE,V2533-A5,NK
N862AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N423SW,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2000.0,GE,CF34-3,OO
N955SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N652BR,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,OO
N864AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N906SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N869AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N863AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N699BR,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2004.0,GE,CF34-3,OO
N907SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N868CA,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2012.0,GE,CF34-3,OO
N464SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N866AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N594SW,BOMBARDIER INC,CL-600-2B19,CL-600,1999.0,2013.0,GE,CF34-3,OO
N821AS,BOMBARDIER INC,CL-600-2B19,CL-600,1997.0,2014.0,GE,CF34-3,OO
N702BR,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2018.0,GE,CF34-3,OO
N435SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2001.0,GE,CF34-3,OO
N807SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2018.0,GE,CF34-8C,OO
N554CA,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2012.0,GE,CF34-8C,OO
N809SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2018.0,GE,CF34-8C,OO
N692CA,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2012.0,GE,CF34-8C,OO
N625CA,BOMBARDIER INC,CL-600-2C10,CL-600,2003.0,2012.0,GE,CF34-8C,OO
N815SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2007.0,GE,CF34-8C,OO
N805SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2018.0,GE,CF34-8C,OO
N549CA,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2012.0,GE,CF34-8C,OO
N816SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2007.0,GE,CF34-8C,OO
N820SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2007.0,GE,CF34-8C,OO
N898SK,BOMBARDIER INC,CL-600-2D24,CL-600,2007.0,2016.0,GE,CF34-8C,OO
N170PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2013.0,GE,CF34-8C,OO
N803SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2018.0,GE,CF34-8C,OO
N825SK,BOMBARDIER INC,CL-600-2D24,CL-600,2009.0,2009.0,GE,CF34-8C,OO
N806SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2018.0,GE,CF34-8C,OO
N814SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2018.0,GE,CF34-8C,OO
N812SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2007.0,GE,CF34-8C,OO
N821SK,BOMBARDIER INC,CL-600-2D24,CL-600,2007.0,2007.0,GE,CF34-8C,OO
N449SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N603SK,BOMBARDIER INC,CL-600-2C10,CL-600,2006.0,2007.0,GE,CF34-8C,OO
N617QX,BOMBARDIER INC,CL-600-2C10,CL-600,2003.0,2003.0,GE,CF34-8C,OO
N633SK,BOMBARDIER INC,CL-600-2C10,CL-600,2011.0,2011.0,GE,CF34-8C,OO
N606SK,BOMBARDIER INC,CL-600-2C10,CL-600,2006.0,2006.0,GE,CF34-8C,OO
N630SK,BOMBARDIER INC,CL-600-2C10,CL-600,2011.0,2011.0,GE,CF34-8C,OO
N608SK,BOMBARDIER INC,CL-600-2C10,CL-600,2006.0,2006.0,GE,CF34-8C,OO
N613SK,BOMBARDIER INC,CL-600-2C10,CL-600,2002.0,2017.0,GE,CF34-8C,OO
N802SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2018.0,GE,CF34-8C,OO
N611SK,BOMBARDIER INC,CL-600-2C10,CL-600,2002.0,2017.0,GE,CF34-8C,OO
N824SK,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2008.0,GE,CF34-8C,OO
N641CA,BOMBARDIER INC,CL-600-2C10,CL-600,2003.0,2012.0,GE,CF34-8C,OO
N161PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2013.0,GE,CF34-8C,OO
N604SK,BOMBARDIER INC,CL-600-2C10,CL-600,2006.0,2006.0,GE,CF34-8C,OO
N632SK,BOMBARDIER INC,CL-600-2C10,CL-600,2011.0,2011.0,GE,CF34-8C,OO
N616QX,BOMBARDIER INC,CL-600-2C10,CL-600,2003.0,2003.0,GE,CF34-8C,OO
N609SK,BOMBARDIER INC,CL-600-2C10,CL-600,2002.0,2017.0,GE,CF34-8C,OO
N548CA,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2012.0,GE,CF34-8C,OO
N693CA,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2012.0,GE,CF34-8C,OO
N913EV,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N779CA,BOMBARDIER INC,CL-600-2B19,CL-600,1999.0,2016.0,GE,CF34-3,OO
N8828D,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N689CA,BOMBARDIER INC,CL-600-2D24,CL-600,2007.0,2012.0,GE,CF34-8C,OO
N800SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2007.0,GE,CF34-8C,OO
N823SK,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2008.0,GE,CF34-8C,OO
N187PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2014.0,GE,CF34-8C,OO
N822SK,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2008.0,GE,CF34-8C,OO
N817SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2007.0,GE,CF34-8C,OO
N804SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2018.0,GE,CF34-8C,OO
N447SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N454SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2005.0,GE,CF34-3,OO
N8884E,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N823AS,BOMBARDIER INC,CL-600-2B19,CL-600,1997.0,2014.0,GE,CF34-3,OO
N8923A,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2004.0,GE,CF34-3,OO
N809CA,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2016.0,GE,CF34-3,OO
N936SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N953SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N446SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N455CA,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2012.0,GE,CF34-3,OO
N477CA,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2012.0,GE,CF34-3,OO
N781CA,BOMBARDIER INC,CL-600-2B19,CL-600,1999.0,2016.0,GE,CF34-3,OO
N8942A,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2004.0,GE,CF34-3,OO
N459SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2004.0,GE,CF34-3,OO
N912EV,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2002.0,GE,CF34-3,OO
N461SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N629BR,BOMBARDIER INC,CL-600-2B19,CL-600,1998.0,2015.0,GE,CF34-3,OO
N886AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N455SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N437SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2018.0,GE,CF34-3,OO
N915EV,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N506CA,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2014.0,GE,CF34-3,OO
N466SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N8903A,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2004.0,GE,CF34-3,OO
N432SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2018.0,GE,CF34-3,OO
N431SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2018.0,GE,CF34-3,OO
N448SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N8965E,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2004.0,GE,CF34-3,OO
N463SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N460SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2004.0,GE,CF34-3,OO
N452SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N885AS,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N457SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2004.0,GE,CF34-3,OO
N899SK,BOMBARDIER INC,CL-600-2D24,CL-600,2007.0,2016.0,GE,CF34-8C,OO
N601XJ,BOMBARDIER INC,CL-600-2B19,CL-600,2005.0,2005.0,GE,CF34-3,OO
N8968E,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2004.0,GE,CF34-3,OO
N685BR,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2010.0,GE,CF34-3,OO
N427SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N496CA,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2018.0,GE,CF34-3,OO
N418SW,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,OO
N659BR,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2018.0,GE,CF34-3,OO
N8982A,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2004.0,GE,CF34-3,OO
N935SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N433SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2018.0,GE,CF34-3,OO
N162PQ,BOMBARDIER INC,CL-600-2D24,CL-600,2008.0,2013.0,GE,CF34-8C,OO
N896SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2016.0,GE,CF34-8C,OO
N679CA,BOMBARDIER INC,CL-600-2D24,CL-600,2007.0,2012.0,GE,CF34-8C,OO
N607SK,BOMBARDIER INC,CL-600-2C10,CL-600,2006.0,2006.0,GE,CF34-8C,OO
N426SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N675BR,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2010.0,GE,CF34-3,OO
N429SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N495CA,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2017.0,GE,CF34-3,OO
N430SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N944SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2004.0,GE,CF34-3,OO
N438SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N487CA,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2012.0,GE,CF34-3,OO
N8932C,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2004.0,GE,CF34-3,OO
N602XJ,BOMBARDIER INC,CL-600-2B19,CL-600,2005.0,2005.0,GE,CF34-3,OO
N603QX,BOMBARDIER INC,CL-600-2C10,CL-600,2001.0,2001.0,GE,CF34-8C,OO
N910EV,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2002.0,GE,CF34-3,OO
N813SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2007.0,GE,CF34-8C,OO
N810SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2018.0,GE,CF34-8C,OO
N897SK,BOMBARDIER INC,CL-600-2D24,CL-600,2006.0,2016.0,GE,CF34-8C,OO
N982SW,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2005.0,GE,CF34-3,OO
N701BR,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2018.0,GE,CF34-3,OO
N932EV,BOMBARDIER INC,CL-600-2B19,CL-600,2005.0,2014.0,GE,CF34-3,OO
N494CA,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2014.0,GE,CF34-3,OO
N970SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2004.0,GE,CF34-3,OO
N971SW,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2005.0,GE,CF34-3,OO
N926SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N928SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N709BR,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2004.0,GE,CF34-3,OO
N780SK,BOMBARDIER INC,CL-600-2C10,CL-600,2009.0,2009.0,GE,CF34-8C,OO
N754SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N742SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N903SW,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,OO
N919SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2018.0,GE,CF34-3,OO
N507CA,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2017.0,GE,CF34-3,OO
N753SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N726SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N758SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N705SK,BOMBARDIER INC,CL-600-2C10,CL-600,2004.0,2005.0,GE,CF34-8C,OO
N960SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N963SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N593ML,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2016.0,GE,CF34-3,OO
N479CA,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2014.0,GE,CF34-3,OO
N962SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N930SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N910SW,BOMBARDIER INC,CL-600-2B19,CL-600,2001.0,2017.0,GE,CF34-3,OO
N957SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N920SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2018.0,GE,CF34-3,OO
N945SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2004.0,GE,CF34-3,OO
N905SW,BOMBARDIER INC,CL-600-2B19,CL-600,2000.0,2017.0,GE,CF34-3,OO
N956SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N954SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N984CA,BOMBARDIER INC,CL-600-2B19,CL-600,1997.0,2008.0,GE,CF34-3,OO
N923SW,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2003.0,GE,CF34-3,OO
N472CA,BOMBARDIER INC,CL-600-2B19,CL-600,2002.0,2014.0,GE,CF34-3,OO
N732SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N783SK,BOMBARDIER INC,CL-600-2C10,CL-600,2009.0,2009.0,GE,CF34-8C,OO
N788SK,BOMBARDIER INC,CL-600-2C10,CL-600,2009.0,2009.0,GE,CF34-8C,OO
N745SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N779SK,BOMBARDIER INC,CL-600-2C10,CL-600,2009.0,2009.0,GE,CF34-8C,OO
N768SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2006.0,GE,CF34-8C,OO
N762SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N756SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N712SK,BOMBARDIER INC,CL-600-2C10,CL-600,2004.0,2005.0,GE,CF34-8C,OO
N776SK,BOMBARDIER INC,CL-600-2C10,CL-600,2006.0,2006.0,GE,CF34-8C,OO
N728SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N772SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2006.0,GE,CF34-8C,OO
N740SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N939SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2005.0,GE,CF34-3,OO
N965SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N113SY,EMBRAER,ERJ 170-200 LR,E170,2014.0,2014.0,GE,CF34-8E,OO
N131SY,EMBRAER,ERJ 170-200 LR,E170,2015.0,2015.0,GE,CF34-8E,OO
N117SY,EMBRAER,ERJ 170-200 LR,E170,2014.0,2014.0,GE,CF34-8E,OO
N140SY,EMBRAER,ERJ 170-200 LR,E170,2015.0,2015.0,GE,CF34-8E,OO
N964SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N958SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N979SW,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2005.0,GE,CF34-3,OO
N465SW,BOMBARDIER INC,CL-600-2B19,CL-600,2003.0,2003.0,GE,CF34-3,OO
N929EV,BOMBARDIER INC,CL-600-2B19,CL-600,2004.0,2014.0,GE,CF34-3,OO
N791SK,BOMBARDIER INC,CL-600-2C10,CL-600,2009.0,2009.0,GE,CF34-8C,OO
N743SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N793SK,BOMBARDIER INC,CL-600-2C10,CL-600,2009.0,2009.0,GE,CF34-8C,OO
N778SK,BOMBARDIER INC,CL-600-2C10,CL-600,2006.0,2006.0,GE,CF34-8C,OO
N730SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N797SK,BOMBARDIER INC,CL-600-2C10,CL-600,2010.0,2010.0,GE,CF34-8C,OO
N763SK,BOMBARDIER INC,CL-600-2C10,CL-600,2005.0,2005.0,GE,CF34-8C,OO
N784SK,BOMBARDIER INC,CL-600-2C10,CL-600,2009.0,2009.0,GE,CF34-8C,OO
